Area,Category - Split 1,Name,Price,Hidden Gem,Star,Stars count,Address,Latitude,Longitude
Alki,Italian,Il Nido,n/a,Other,4.5,130,"2717 61st Ave SW, The Alki Homestead, Seattle, WA 98116",47.5785401,-122.4110925
,American,In Gredients,$$,Hidden Gem,4.5,82,,,
Bellevue,Pizza,In Pizza We Crust,n/a,Hidden Gem,5,35,"2612 Bellevue Way NE, Bellevue, WA 98004",47.6338785,-122.2007388
,Indian,Indian Bistro,n/a,Hidden Gem,5,56,"23223 Pacific Hwy S, Kent, WA 98032",47.393248,-122.2968899
,American,Indigo Kitchen and Ale House,$$,Other,4,869,"2902 164th St SW, Ste F, Lynnwood, WA 98087",47.8492469,-122.2728421
Haller Lake,Indonesian,Indo Cafe,$$,Other,4,277,,,
Pioneer Square,Cocktail Bars,Intermezzo Carmine,$$,Other,4.5,241,"409 1st Ave S, Seattle, WA 98104",47.5987907,-122.3345774
,Japanese,International Teriyaki House,$,Other,4,85,,,
,Korean,Iron Pot,n/a,Hidden Gem,5,48,"222 1st Ave S, Kent, WA 98032",47.3803228,-122.2333255
,Steakhouses,Ironsteak,$$,Other,4,100,"16114 NE 87th St, Redmond, WA 98052",47.6801769,-122.1252192
,Vietnamese,iSandwiches & Teriyaki,$,Other,4,213,"14705 Aurora Ave N, Shoreline, WA 98133",47.7352806,-122.3456307
,Thai,Isarn Thai Soul Kitchen,$$,Other,4,1026,"170 Lake St S, Kirkland, WA 98033",47.674316,-122.2058128
Ravenna,Noodles,Isarn Thai Soul Kitchen,$$,Hidden Gem,4.5,89,"2316 NE 65th St, Seattle, WA 98115",47.6759749,-122.3020075
,Thai,Isarn Thai Soul Kitchen,$$,Other,4,880,"18530 33rd Ave W, Ste B, Lynnwood, WA 98037",47.8297969,-122.2781939
Capitol Hill,Barbeque,Ishoni Yakiniku,n/a,Hidden Gem,4.5,59,"611 Broadway E, Seattle, WA 98102",47.6246184,-122.3212368
,Mediterranean,Ishtar Greek & Mediterranean Cuisine,$,Other,4,343,"421 Central Ave S, Kent, WA 98032",47.3779983,-122.2313038
Columbia City,Caribbean,Island Soul Rum Bar & Soul Shack,$$,Other,4,894,,,
,Thai,Issaya Thai Cuisine,n/a,Other,4,28,"1441 NW Richmond Beach Rd, Shoreline, WA 98177",47.7697756,-122.3770077
,Turkish,Istanbul Cuisine Cafe,$$,Other,4.5,347,"405 Bellevue Way NE, Bellevue, WA 98004",47.6155147,-122.2021379
,Italian,Italianissimo Ristorante,$$,Other,4,346,,,
Junction,Moroccan,Itto’s Tapas,$$$,Other,4.5,331,,,
,Seafood,Ivar’s Seafood Bar,n/a,Other,3.5,50,,,
Bitter Lake,Seafood,Ivar’s Seafood Bar,$$,Other,4,159,,,
,Seafood,Ivar’s Seafood Bar,$$,Other,4,99,,,
,Thai,Iyara Thai Cuisine - Auburn,n/a,Hidden Gem,4.5,37,,,
,Sushi Bars,Izumi,$$,Other,4,747,"12539 116th Ave NE, Kirkland, WA 98034",47.7125514,-122.1878475
,Pubs,J Michael’s Pub & Eatery,$$,Other,4,94,,,
,Barbeque,Jack’s BBQ - Algona,$$,Other,4.5,130,,,
South Lake Union,Southern,Jack’s Chicken Shack,n/a,Hidden Gem,4.5,29,,,
,Indian,Janpath Indian Cuisine,n/a,Other,4,14,"23609 104th Ave Se, Ste 102, Kent, WA 98031",47.3903732,-122.2030019
,Sushi Bars,Japonessa Sushi Cocina,$$,Other,4,888,"1400 1st Ave, Seattle, WA 98101",47.608024,-122.339059
,Mediterranean,Jasmine Kitchen,$$,Other,4.5,214,,,
,Mongolian,Jasmine Mongolian Grill,$$,Other,3.5,298,"31515 Pete Von Reichbauer S, Federal Way, WA 98003",,
,Mediterranean,Jawhara Café,$$,Hidden Gem,4.5,25,,,
,Breakfast & Brunch,Jay Berry’s Cafe,$$,Other,4,439,,,
,Ethiopian,Jebena Cafe,$$,Other,4.5,418,"1510 NE 117th St, Seattle, WA 98125",,
,Sports Bars,Jersey’s Great Food & Spirits,$$,Other,4,193,,,
,Sports Bars,Jersey’s Sports Bar,$$,Other,3,68,,,
,Australian,Jesters,$,Hidden Gem,4.5,89,"160 Bellevue Square, Bellevue, WA 98004",47.6146205,-122.2035497
,Izakaya,Jiang’s Kitchen,n/a,Hidden Gem,5,7,,,
,American,Jimmy Mac’s Roadhouse,$$,Other,3.5,384,,,
,Korean,Jin Kook Korean Restaurant,$$,Hidden Gem,5,14,"33120 Pacific Hwy S, Federal Way, WA 98003",,
,Fast Food,Joe’s Burgers,n/a,Other,3.5,77,,,
,Delis,Joe’s Deli,$,Other,3.5,57,,,
,American,JOEY Bellevue,$$,Other,3.5,970,"800 Bellevue Way NE, Ste 118, Bellevue, WA 98004",47.617716,-122.201263
University District,American,JOEY Kitchen At University Village,$$,Other,4,811,"2603 NE 46th St, Seattle, WA 98105",47.6614984,-122.2998055
,Steakhouses,John Howie Steak Restaurant,$$$$,Other,4,1399,"11111 NE 8th St, Ste 125, Bellevue, WA 98004",47.61675,-122.1912907
,Korean,Joy Box,$$,Other,4,103,"15920 NE 8th St, Ste 1, Bellevue, WA 98008",47.6176436,-122.1278557
,American,JP’s Taproom+Grill,$$,Other,4,261,,,
,Halal,Juba Restaurant & Cafe,$$,Other,4.5,175,"14223 Tukwila International Blvd, Tukwila, WA 98168",47.4749933,-122.2846055
,Mexican,Julio’s Restaurant,$$,Other,4,427,,,
,Salad,Jumpin Jambalaya,n/a,Hidden Gem,5,7,,,
,Sports Bars,Just Left Pub & Grill,$$,Other,3.5,56,,,
Rainier Beach,Caribbean,Just Like Home Jamaican Kitchen,n/a,Hidden Gem,5,1,"9625 Renton Ave S, Seattle, WA 98118",47.5162382,-122.2692271
,Hawaiian,Just Poke,$$,Hidden Gem,4.5,19,"15224 Main St, Ste 101, Mill Creek, WA 98012",47.8593738,-122.2209382
,Poke,Just Poké,$$,Other,4,289,"117 Kirkland Ave, Ste 117, Kirkland, WA 98033",47.6754471,-122.2056071
,Restaurants,K C Drive-In Restaurant,n/a,Hidden Gem,5,1,,,
,Japanese Curry,K-Ton Japanese Cuisine,$,Other,4,64,"31217 Pacific Hwy S, Ste C-103, Federal Way, WA 98003",,
,Greek,Kafé Neo Edmonds,$$,Other,3.5,295,,,
,Mexican,Kahlo’s Cantina,$$,Other,3.5,62,"102 Main St, Edmonds, WA 98020",,
,Indian,Kamal Da Dhaba,$$,Other,3.5,64,"10225 SE 256th St, Kent, WA 98030",47.3722971,-122.204307
Fremont,Japanese,Kamonegi,$$,Other,4,293,"1054 N 39th St, Seattle, WA 98103",47.6540766,-122.3443489
,Indian,Kanishka Cuisine of India,$$,Other,3.5,927,,,
Belltown,Japanese,Karaage Setsuna,$$,Other,4.5,390,"2429 2nd Ave, Seattle, WA 98121",47.6150693,-122.3478518
Capitol Hill,Pakistani,Karachi Cowboys,n/a,Hidden Gem,4.5,18,"1517 12th Ave, Ste 100, Seattle, WA 98122",47.6146106,-122.3171338
,Indian,Kathakali,$$,Other,4,421,"11451 98th Ave NE, Kirkland, WA 98033",47.7036107,-122.210691
,Japanese,Katsu Burger,$$,Other,4,451,"3333 184th St SW, Ste B, Lynnwood, WA 98037",47.832906,-122.2797379
,Bakeries,Katsu Burger,n/a,Other,4,26,"1706 S 320th St, Ste A, Federal Way, WA 98003",47.3159537,-122.3115892
,Ramen,Katsu Ramen,n/a,Other,4,69,,,
South Lake Union,Sushi Bars,Katsu-ya Seattle,$$,Hidden Gem,4.5,89,"122 Westlake Ave N, Seattle, WA 98109",47.6193103,-122.3382151
Georgetown,Hawaiian,Kauai Family Restaurant,$,Other,4.5,623,"6324 6th Ave S, Seattle, WA 98108",47.5456233,-122.3258456
,Barbeque,KC Deez BBQ,$,Hidden Gem,4.5,76,"2500 SW 336th St, Ste #A, Federal Way, WA 98023",,
Capitol Hill,Malaysian,Kedai Makan,$$,Other,4,988,"1802 Bellevue Ave, Seattle, WA 98122",47.6179122,-122.3265019
,African,Kilimanjaro Restaurant and Cafe,n/a,Hidden Gem,5,6,,,
,Japanese,Kim’s Teriyaki,$$,Hidden Gem,4.5,43,,,
Fremont,Thai,Kin Len Thai Night Bites,$$,Other,4.5,275,"3517 Fremont Ave N, Seattle, WA 98103",47.651154,-122.3501997
,Chinese,Kingwuu,n/a,Hidden Gem,4.5,27,"18230 E Valley Hwy, Kent, WA 98032",47.4387751,-122.2209003
Bitter Lake,Japanese,Kiriba Sushi,$$,Other,4,221,"323 N 145th St, Seattle, WA 98133",47.7339299,-122.3544907
,Vietnamese,Kirkland Pho House,$,Other,3.5,311,"110 Central Way, Kirkland, WA 98033",47.6766122,-122.207824
,Sushi Bars,Kirkland Sushi,n/a,Other,4,52,,,
,Coffee & Tea,Kitanda Espresso & Açaí,$,Other,4,138,,,
,Korean,Kitchen Remix,n/a,Hidden Gem,4.5,82,,,
,Pet Adoption,Kitty Korner,$,Other,3.5,30,,,
,Sushi Bars,Kiwami Sushi Bar & Sake House,$$,Other,4,242,,,
Capitol Hill,Ramen,Kizuki Ramen & Izakaya,$$,Other,4,1352,"320 E Pine St, Seattle, WA 98122",47.6155808,-122.3271119
,Japanese,Kobe Bento Teriyaki,$,Other,4,42,"18336 Aurora Ave N, Ste 106, Shoreline, WA 98133",47.7617719,-122.3446719
,Korean,Kobe Restaurant,$$,Other,3.5,361,"850 110th Ave NE, Bellevue, WA 98004",47.6180664,-122.1932473
,Korean,Kochi Po-Cha,n/a,Hidden Gem,4.5,64,"18623 Washington 99, Ste 140, Lynnwood, WA 98036",47.8301514,-122.3059617
,Japanese,Koharu Restaurant,$$,Other,4,292,"31840 Pacific Hwy S, Ste C, Federal Way, WA 98003",,
Wallingford,Japanese,Kokkaku,$$$,Other,4,218,"2208 N 45th St, Seattle, WA 98103",47.6616363,-122.3320719
,Breakfast & Brunch,Kona Kitchen - Lynnwood,$$,Other,4,260,"3805 196th St SW, Lynnwood, WA 98036",47.8212956,-122.2849197
Mapleleaf,Hawaiian,Kona Kitchen - Seattle,$$,Other,4,1033,"8501 5th Ave NE, Seattle, WA 98115",47.6906204,-122.3233415
,Thai,Koong Thong Thai Cuisine,$,Other,4,191,,,
,Korean,Korea House,$$,Other,4.5,662,"20615 Bothell Everett Hwy, Ste B, Bothell, WA 98012",47.8115369,-122.2056331
,Korean,Korean Fried Chicken,n/a,Other,4,1,,,
,Seafood,Krawbar,n/a,Other,4.5,197,"80 Front St N, Issaquah, WA 98027",47.5311359,-122.0361945
Broadview,Szechuan,Kuan & Zhai Alley,$$,Other,3.5,104,"14409 Greenwood Ave N, Seattle, WA 98133",,
,Korean,Kum Kang San BBQ Grill Buffet,$$,Other,3.5,521,"31656 Pacific Hwy S, Federal Way, WA 98003",,
,Sushi Bars,Kura Revolving Sushi Bar,$$,Other,3.5,154,"266 116th Ave NE, Bellevue, WA 98004",47.6119656,-122.1853229
,Thai,Kwan Tip Thai,$$,Other,4.5,506,"29426 Pacific Hwy S, Federal Way, WA 98003",,
,Bakeries,L’Experience Paris - Bellevue,n/a,Other,4,78,,,
,Cafes,L’Experience Paris - Issaquah,n/a,Other,4,17,,,
,Hawaiian,L&L Hawaiian Barbecue,$,Other,4,156,"18613 International Blvd, Bldg 3, SeaTac, WA 98188",47.4364723,-122.2965477
,Mexican,La Cazuela Mexican,n/a,Hidden Gem,5,26,"15620 Hwy 99 S, Lynnwood, WA 98087",47.8566811,-122.289747
,Mexican,La Chapanita,n/a,Other,4,16,,,
,Food Trucks,La Chingona Taqueria,n/a,Hidden Gem,5,77,"29 148th Ave SE, Bellevue, WA 98007",47.6088799,-122.1435045
,Mexican,La Herradura Taqueria y Pupuseria,$$,Other,4,72,"2322 SW 336th St, Federal Way, WA 98023",,
,Mexican,La Terraza Food Truck - Lynnwood,n/a,Hidden Gem,4.5,36,,,
,Cafes,Ladybug Bikini Espresso,n/a,Other,4,4,,,
,Middle Eastern,Lake City Gyros,$,Other,4.5,223,"12340 Lake City Way NE, Seattle, WA 98125",,
,American,Lake Forest Bar & Grill,$$,Other,3,377,"17535 Ballinger Way NE, Seattle, WA 98155",,
,Mexican,Las Espuelas,$$,Other,4.5,513,"4306 228th St SW, Ste 9, Mountlake Terrace, WA 98043",47.7916659,-122.2909955
Haller Lake,Mexican,Las Margaritas,$$,Other,3.5,179,"14356 Aurora Ave N, Seattle, WA 98133",,
,Filipino,Lasa Sandwiches & Pearls,$$,Other,4,27,"18009 Hwy 99, Ste C, Lynnwood, WA 98037",47.8352358,-122.3018155
Denny Triangle,Wine Bars,Le Caviste,$$,Other,4.5,251,"1919 7th Ave, Seattle, WA 98101",47.6147302,-122.3372433
Fremont,Seafood,Le Coin,$$,Other,4.5,258,"4201 Fremont Ave N, Seattle, WA 98103",47.6578124,-122.3502709
,Vietnamese,Le’s Pho Tai and Sandwiches,$$,Other,4,288,,,
,Delis,Leaf’s Deli,$,Hidden Gem,4.5,17,,,
,Chinese,Lee’s Grill ‘n Bento,$,Other,4,98,,,
,Breakfast & Brunch,Leena’s Cafe,$$,Other,3.5,310,,,
,Gastropubs,Leftcraft,n/a,Other,3.5,39,"519 Main St, Edmonds, WA 98020",47.8107166,-122.3766485
Redmond,Food Trucks,Levantine Cuisine,$$,Hidden Gem,4.5,41,,,
,Juice Bars & Smoothies,LifeCafe,n/a,Other,4,21,"11111 NE 8th St, Bellevue, WA 98004",47.6165641,-122.1924979
,Tacos,Lifted Taco,n/a,Hidden Gem,4.5,75,,,
,Lounges,Lil’ Jon Restaurant & Lounge,$$,Other,4,575,,,
,Bakeries,Lilly’s Bakery & Deli,$,Hidden Gem,4.5,26,,,
,Vietnamese,Linh Son Restaurant,$,Other,3.5,179,"31830 Pacific Hwy S, Ste K, Federal Way, WA 98003",,
Capitol Hill,Szechuan,Lionhead,$$,Other,4,266,"618 Broadway E, Seattle, WA 98102",47.6250076,-122.3205449
Belltown,Tapas/Small Plates,List,$$,Other,4.5,1948,"2226 1st Ave, Seattle, WA 98121",47.6132958,-122.3459765
,American,Little Brother,$$,Other,4,227,"456 Central Way, Kirkland, WA 98033",47.6786775,-122.1999427
University District,Chinese,Little Duck,$$,Other,4,91,,,
,Chinese,Little Foodies,n/a,Other,4,11,,,
,Breakfast & Brunch,Little Grandma’s Kitchen,$$,Hidden Gem,4.5,42,"12551 116th Ave NE, Kirkland, WA 98034",47.7125767,-122.187428
Broadview,Chinese,Little Ting’s Dumplings,$$,Other,4,341,,,
,Chinese,Little Ting’s Dumplings and Clay Pot,$$,Other,3.5,100,,,
,Hot Pot,Liuyishou Hotpot,n/a,Other,4,287,"1644 140th Ave NE, Bellevue, WA 98005",47.6254431,-122.1531262
,Cafes,Lizzie Lou’s Too,$,Hidden Gem,4.5,41,,,
Kirkland,Food Trucks,Llama Fusion,n/a,Other,4,17,,,
,Pizza,Local 104,$$,Other,4,76,"18498 Ballinger Way NE, Lake Forest Park, WA 98155",47.763183,-122.2915442
Belltown,American,Local 360,$$,Other,4,3163,"2234 1st Ave, Seattle, WA 98121",47.6134331,-122.346203
South Lake Union,Bars,LOCAL Public Eatery,$$,Other,4,415,"404 Terry Ave N, Seattle, WA 98109",47.6221942,-122.3365534
Fremont,Seafood,Local Tide,n/a,Hidden Gem,4.5,82,"401 N 36th St, Ste 103, Seattle, WA 98103",47.6519985,-122.354135
,Mexican,Loco-chon Bar & Grill,n/a,Hidden Gem,4.5,77,,,
,Cideries,Locust Cider - Redmond,n/a,Other,4,11,,,
Belltown,Greek,Lola,$$,Other,4,3932,,,
,Filipino,Lola’s Cuisine,n/a,Hidden Gem,5,3,,,
,Taiwanese,Looking For Chai,$$,Other,4,218,"12121 Northup Way, Ste 205, Bellevue, WA 98005",47.6305461,-122.1790708
,Taiwanese,Looking For Chai Taiwanese Kitchen,$$,Other,4,290,"22511 Hwy 99, Ste 100, Edmonds, WA 98026",47.79538,-122.3333077
,Mexican,Los Amigos Taqueria II,$,Other,3,83,,,
,Mexican,Los Bigotes de Villa,$$,Other,4.5,279,"30420 Pacific Hwy S, Unit 3-4, Federal Way, WA 98003",,
,Golf,Lounge by Topgolf,n/a,Other,4,43,"425 Urban Plz, Ste 200, Kirkland, WA 98033",47.6774446,-122.1996407
,Food Trucks,Loxicha Authentic Oaxaca Cuisine,$,Other,4.5,110,"11552 15th Ave NE, Seattle, WA 98125",47.7136541,-122.3120378
,Hong Kong Style Cafe,Lucky Barbecue & Noodle House,$$,Other,3.5,85,"14509 NE 20th St, Ste A, Bellevue, WA 98007",47.6272063,-122.146399
,Dim Sum,Lucky House Chinese Restaurant,$$,Other,3.5,341,"317 E Smith St, Kent, WA 98030",47.3836061,-122.2301948
,Mexican,Luigi’s Cocina,n/a,Other,4,13,,,
,Filipino,Lumpia World,$,Other,4.5,118,"1610 S 341st Pl, Ste J, Federal Way, WA 98003",47.2959681,-122.312741
Greenwood,Mexican,Luna Azul,$$,Other,4.5,184,,,
,Barbeque,Luna Bistro ___,$$,Other,4,110,"14603 NE 20th St, Ste 4A, Bellevue, WA 98007",47.6267547,-122.1450034
,Cafes,Luna Cafe At The Bellevue Club,$,Hidden Gem,4.5,4,"11200 SE 6th St, Bellevue Club, Bellevue, WA 98004",47.6049955,-122.1895264
,Fast Food,Lunchbox Lab,$$,Other,2.5,126,,,
,American,Lunchbox Laboratory,$$,Other,3,836,"989 112th Ave NE, Ste 105, Bellevue, WA 98004",47.619106,-122.1913479
,French,Lynn’s Bistro,$$$,Other,4.5,258,,,
Denny Triangle,Chicken Shop,Ma’ono Fried Chicken,$$,Hidden Gem,4.5,23,,,
,Cafes,Macrina Bakery & Cafe,$,Other,4,59,"19215 66th Ave S, Kent, WA 98032",47.429752,-122.2519794
,Food Trucks,Made In Taiwan,$,Other,4,9,,,
,Bakeries,Mae Mee Bakery,$,Other,4,49,"1928 S Commons, Federal Way, WA 98003",,
,Italian,Maggiano’s Little Italy,$$,Other,3.5,1189,,,
,American,Maggie’s On Meeker,$$,Other,4,296,,,
,Chinese,Magic Wok Restaurant,$$,Other,3,96,"2327 SW 336th St, Federal Way, WA 98023",,
Sand Point,Brewpubs,Magnuson Cafe & Brewery,$$,Other,3.5,195,"7801 62nd Ave NE, Seattle, WA 98115",,
,Indian,Maharaj Cuisine Of India,$$,Other,3.5,81,"2312 SW 336th St, Federal Way, WA 98023",,
,Hong Kong Style Cafe,Maichilin,n/a,Other,3.5,89,"14603 NE 20th St, Ste C-06, Bellevue, WA 98007",47.6267547,-122.1450034
,Chinese,Main Garden,n/a,Other,4,48,"24437 Russell Rd, Ste 120, Kent, WA 98032",47.3820192,-122.2623242
,Caribbean,Maize & Barley,$$,Hidden Gem,4.5,53,"525 Main St, Edmonds, WA 98020",47.8107108,-122.3763904
South Lake Union,Vietnamese,Mala & Satay,$$,Hidden Gem,4.5,77,"224 Fairview Ave N, Seattle, WA 98109",47.62026,-122.3339623
,Korean,Malri Hyang,$$,Other,3.5,89,,,
,American,Maltby Cafe,$$,Other,4,904,,,
,Chinese,Mama Dough,$$,Other,4,329,"18230 E Valley Hwy, Ste 156, Kent, WA 98032",47.4383677,-122.2203956
,Italian,Mama Stortini’s - Federal Way,$$,Other,3.5,167,,,
,Italian,Mama Stortini’s Restaurant & Bar - Kent,$$,Other,3.5,536,,,
,Korean,Mama’s Kitchen,$$,Other,4,302,,,
Capitol Hill,Lebanese,Mamnoon,$$,Other,4,1010,"1508 Melrose Ave, Seattle, WA 98122",47.6143831,-122.3276585
South Lake Union,Food Delivery Services,Man vs Fries,n/a,Other,3.5,98,"130 5th Ave N, Seattle, WA 98109",47.6194386,-122.3472496
Olympic Hills,Pizza,Man’oushe Express,$,Other,4.5,165,,,
Little Saigon,Chicken Wings,Mangosteen,n/a,Hidden Gem,4.5,76,"1314 S Jackson St, Seattle, WA 98144",47.5993668,-122.3147662
,Filipino,Manila’s Pride,$,Other,4,54,,,
,Indian,Manraj Palace Cuisine of India,$$,Other,4.5,379,"13003 SE Kent Kangley Rd, Ste 115, Kent, WA 98030",47.3573407,-122.1679977
Denny Triangle,Asian Fusion,Marination,$$,Other,4,290,"2000 6th Ave, Amazon Doppler, Seattle, WA 98121",47.614634,-122.3384133
,Korean,Marination Ma Kai,$$,Other,4,1102,"1660 Harbor Ave SW, Seattle, WA 98126",47.5894601,-122.3808499
,Mexican,Mariscos Culiacan,$$$$,Other,2.5,21,"26216 Pacific Hwy S, Kent, WA 98032",,
Downtown,Seafood,Market Grill,$$,Other,4.5,563,"1509 Pike Pl, Ste 3, Seattle, WA 98101",47.6088521,-122.3410809
,Mediterranean,Marlaina’s Mediterranean Kitchen,$$,Other,4.5,220,,,
,Health Markets,Marlene’s Market & Deli,$$,Other,4,165,,,
,Delis,Marvel Food & Deli,$$,Other,4,71,,,
,Cafes,Mary’s Fine Foods,$$,Other,4.5,192,,,
,Sandwiches,Mason’s Quick Bite,n/a,Other,3.5,4,,,
,Seafood,Matts Rotisserie & Oyster Lounge,$$,Other,3.5,493,,,
,Portuguese,Max’s World Cafe,$$,Other,4.5,357,,,
,Cantonese,May May Hong Kong BBQ,n/a,Other,4,169,"1414 S 324th St, Ste B111, Federal Way, WA 98003",,
,Mediterranean,Mediterranean Breeze Restaurant Kent,$$,Other,4.5,132,"406 Washington Ave S, Kent, WA 98032",,
,Mediterranean,Mediterranean Grill,$$,Other,4,242,,,
,Mediterranean,Mediterranean Gyro Grill,$$,Other,4,416,"34024 Hoyt Rd SW, Federal Way, WA 98023",,
,Greek,Mediterranean Kitchen,$$,Other,4,1067,"103 Bellevue Way NE, Ste 103, Bellevue, WA 98004",47.6113583,-122.2017444
,Mediterranean,Mediterranean Oasis,$$,Other,4,107,"15238 Aurora Ave N, Shoreline, WA 98133",47.739832,-122.3437607
,American,Mediterranean Salad and Grill,n/a,Hidden Gem,5,1,,,
Belltown,Vietnamese,Meekong Bar,$$,Other,4.5,474,"2525 4th Ave, Seattle, WA 98121",47.6170244,-122.347128
Capitol Hill,Barbeque,Meet Korean BBQ,$$$,Other,4.5,150,"500 E Pike St, Seattle, WA 98122",47.6143322,-122.3252057
Leschi,Coffee & Tea,Meet the Moon,$$,Other,4,553,"120 Lakeside Ave, Seattle, WA 98122",47.6022308,-122.2848611
,Desserts,Meetea Cafe,$,Other,4,109,,,
,Barbeque,Megastar BBQ Restaurant,n/a,Other,3.5,51,,,
,Filipino,Mekenie Pampangga’s Special,$$,Other,4.5,165,,,
Haller Lake,Vietnamese,Mekong Village,$$,Other,4,342,"12020 Aurora Ave N, Seattle, WA 98133",,
,Steakhouses,Melrose Grill,$$$,Other,4.5,1219,"819 Houser Way S, Renton, WA 98057",47.4787799,-122.2056289
,Wine Bars,Mercato Stellina Pizzeria,$$,Other,4,135,"10000 Main St, Ste 104, Bellevue, WA 98004",47.6104066,-122.2059247
,Latin American,Mi Bella Honduras Restaurant,$$,Hidden Gem,4.5,52,"29500 Pacific Hwy S, Federal Way, WA 98003",,
,Salvadoran,Mi Chalateca,$$,Other,4,94,"33427 Pacific Hwy S, Federal Way, WA 98003",,
Chinatown,Chinese,Mike’s Noodle House,$$,Other,4,1186,,,
,Japanese,Minamoto Japanese Restaurant,$$$,Other,3.5,290,"11061 NE 9th St, Bellevue, WA 98004",47.6178255,-122.1923004
,Chinese,Ming Garden,n/a,Hidden Gem,4.5,41,,,
Ravenna,Italian,Mioposto,$$,Other,4,260,"2601 76th Ave SE, Mercer Island, WA 98040",47.5871073,-122.2384696
,Korean,Mirak Korean BBQ Restaurant,$$,Other,3.5,141,"31260 Pacific Hwy S, Ste 1, Federal Way, WA 98003",,
,Japanese,Miyabi Restaurant,$$,Other,4,1124,"16820 Southcenter Pkwy, Tukwila, WA 98188",47.4527418,-122.2605631
,Buffets,Mizuki Buffet,$$,Other,3.5,812,,,
Wallingford,American,mkt.,$$$,Other,4.5,324,"2108 N 55th St, Seattle, WA 98103",47.6688262,-122.3334356
,Donuts,Mochinut Southcenter,n/a,Other,4,27,,,
,Bars,Moctezuma’s Mexican Restaurant & Tequila Bar,$$,Other,4,1497,,,
,Pizza,MOD Pizza,$,Other,3,143,"417 Ramsay Way, Kent, WA 98032",47.3844514,-122.2351387
,Korean,Modoo Restaurant,n/a,Hidden Gem,4.5,59,"18601 Hwy 99, Ste 100, Lynnwood, WA 98037",47.8303349,-122.3065963
,Asian Fusion,MOEIDA ASIAN BISTRO,$$,Other,4,212,"17848 Garden Way NE, Ste 104, Woodinville, WA 98072",47.7568424,-122.1544049
Mapleleaf,Cuban,Mojito,$$,Other,4.5,850,,,
South Park,Indian,Mom’s Kitchen,n/a,Hidden Gem,5,20,,,
Capitol Hill,Japanese,Momiji,$$,Other,4,1512,"1522 12th Ave, Seattle, WA 98122",47.6148184,-122.3165333
,Pizza,Momo & Pizza Ghar,n/a,Other,4,76,,,
,Sushi Bars,MOMO Sushi,$$,Other,4.5,187,"15603 Main St, Ste B-102, Mill Creek, WA 98012",47.8563739,-122.2207537
,Mongolian,Mongolian Grill,$$,Other,4,148,"9736 NE 117th Ln, Ste C, Kirkland, WA 98034",47.7057423,-122.2111423
,Vietnamese,Monsoon Bellevue,$$$,Other,3.5,633,"10245 Main St, Bellevue, WA 98004",47.6099297,-122.203224
Capitol Hill,Vietnamese,Monsoon Seattle,$$,Other,4,659,"615 19th Ave E, Seattle, WA 98112",47.624861,-122.307669
,Burgers,Monster Burger,$,Other,4,194,"1703 S 324th St, Ste A, Federal Way, WA 98003",,
,Italian,Montalcino Ristorante Italiano,$$$,Other,4.5,497,"15 NW Alder Pl, Issaquah, WA 98027",47.5313298,-122.0370645
,Pubs,Monte Carlo Pub,$$$$,Other,3.5,14,"1617 W Meeker St, Kent, WA 98032",47.3815961,-122.2563576
Lower Queen Anne,Sushi Bars,Moon Tree Sushi And Tapas,$$,Other,4.5,199,"516 1st Ave N, Seattle, WA 98109",47.6238233,-122.3552389
,Barbeque,Moonshine BBQ,$$,Other,3.5,471,"4911 196th St SW, Lynnwood, WA 98036",47.8214232,-122.2997261
Capitol Hill,Thai,Morfire,$$,Other,4.5,215,"1806 12th Ave, Ste 100, Seattle, WA 98122",47.6179038,-122.3165239
,Chinese,Mount&Bao,$$,Other,4,182,"12534 Lake City Way NE, Seattle, WA 98125",47.72027,-122.2942771
,Bars,Mox Boarding House - Bellevue,$$,Other,4,356,,,
,Seafood,Mr Camaron,n/a,Other,3,11,,,
Denny Triangle,Bars,Mr. West Cafe Bar,$$,Other,4,595,"720 Olive Way, Ste 103, Seattle, WA 98101",47.6141695,-122.3347413
,Food Delivery Services,MrBeast Burger,n/a,Other,3,1,,,
,American,Mukilteo’s Speedway Cafe,$$,Other,4,246,,,
Beacon Hill,Filipino,Musang Seattle,$$,Other,4.5,158,"2524 Beacon Ave S, Seattle, WA 98144",47.5803631,-122.3127815
,Korean,Musashi Cafe Yeti Bento,$$,Other,4.5,208,"10602 NE 9th PI, Bellevue, WA 98004",47.6186111,-122.1986602
,Japanese,Musashi’s,$$,Other,4,753,"7405 168th Ave NE, Ste 150, Redmond, WA 98052",47.6701231,-122.1167044
,Sushi Bars,Musashi’s,n/a,Hidden Gem,4.5,14,"7405 168th Ave NE, Ste 150, Redmond, WA 98052",47.6701231,-122.1167044
,Sushi Bars,Muto Izakaya Restaurant,$$,Other,4,291,"19505 44th Ave W, Ste K, Lynnwood, WA 98036",47.8222827,-122.2913962
,Korean,MyungIn Dumplings,n/a,Hidden Gem,5,11,"33310 Pacific Hwy S, Ste 408, Federal Way, WA 98003",47.3022916,-122.3121905
,Sushi Bars,Nakagawa Japanese Restaurant,$$,Other,4,143,"1427 228th St SE, Ste D6, Bothell, WA 98021",47.7915942,-122.2139658
,Indian,Namasthe Indian Restaurant,$$,Other,3.5,75,,,
